id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD000981,CL00153,P078,2024-10-10,2,4455.69,en_cours,TNG,Carte,L3,2024-12-01
CMD000982,CL00768,P084,2024-03-26,4,2937.53,en_cours,Tnja,Carte,L4,2024-12-01
CMD000983,CL_DUB_9,P053,2024-08-30,-2,1819.24,OK,Tnja,Carte,L4,2024-12-01
CMD000984,CL00613,P075,29/07/2024,3,2018.71,DONE,TANGER,Carte,L2,2024-12-01
CMD000985,CL00793,P076,Apr 30 2024,4,1515.29,KO,Tnja,Carte,L2,2024-12-01
CMD000986,CL00388,P045,14/06/2024,4,3999.08,annulé,casablanca,Carte,L3,2024-12-01
CMD000987,CL00592,P088,Nov 05 2024,3,589.6,KO,TANGER,Carte,L4,2024-12-01
CMD000988,CL00561,P073,15/05/2024,4,2303.0,OK,casablanca,Carte,L3,2024-12-01
CMD000989,CL00591,P044,06/02/2024,2,3429.72,OK,TANGER,Carte,L3,2024-12-01
CMD000990,CL00712,P037,2024-09-14,4,1587.96,en_cours,casablanca,Carte,L4,2024-12-01
CMD000991,CL00522,P022,2024-05-20,4,187.34,OK,Tnja,Carte,L1,2024-12-01
CMD000992,CL00059,P065,Jan 06 2024,2,4869.97,OK,tanger,Carte,L3,2024-12-01
CMD000993,CL00175,P061,19/12/2024,1,3064.63,DONE,TNG,Carte,L4,2024-12-01
CMD000994,CL00894,P065,2024-01-31,4,670.81,KO,TANGER,Carte,L1,2024-12-01
CMD000995,CL00202,P072,18/09/2024,2,1875.37,en_cours,Tnja,Carte,L3,2024-12-01
CMD000996,CL00140,P003,2024-01-11,2,3633.99,KO,Tnja,Carte,L4,2024-12-01
CMD000997,CL00735,P071,2024-02-25,3,3821.93,KO,tanger,Carte,L3,2024-12-01
CMD000998,CL00669,P074,09/03/2024,3,4961.33,OK,TNG,Carte,L4,2024-12-01
CMD000999,CL00679,P009,16/11/2024,4,1235.24,OK,Tnja,Carte,L1,2024-12-01
CMD001000,CL00420,P096,Dec 27 2024,4,1793.92,en_cours,casablanca,Carte,L1,2024-12-01
CMD001001,CL00131,P003,25/08/2024,2,4901.49,en_cours,Tnja,Carte,L4,2024-12-01
CMD001002,CL00855,P076,03/05/2024,4,3874.72,DONE,TNG,Carte,L3,2024-12-01
CMD001003,CL00131,P048,11/07/2024,2,252.63,annulé,TANGER,Carte,L1,2024-12-01
CMD001004,CL00323,P091,2024-10-07,4,1318.99,KO,casablanca,Carte,,2024-12-01
CMD001005,CL00726,P094,14/03/2024,1,3149.99,annulé,CASA,Carte,L3,2024-12-01
CMD001006,CL00736,P004,10/11/2024,3,2248.45,OK,TANGER,Carte,L1,2024-12-01
CMD001007,CL00005,P069,08/07/2024,2,2909.74,en_cours,Tnja,Carte,L1,2024-12-01
CMD001008,CL00924,P018,May 06 2024,2,3399.85,OK,TNG,Carte,L4,2024-12-01
CMD001009,CL00695,P094,Jun 15 2024,2,3235.3,KO,TANGER,Carte,L4,2024-12-01
CMD001010,CL00928,P064,04/12/2024,2,2595.71,OK,casablanca,Carte,L2,2024-12-01
CMD001011,CL00309,P043,2024-05-26,2,4287.65,annulé,Tnja,Carte,L4,2024-12-01
CMD001012,CL00201,P048,May 26 2024,2,4070.82,OK,tanger,Carte,L4,2024-12-01
CMD001013,CL00126,P048,2024-06-13,4,4697.7,KO,TANGER,Carte,L2,2024-12-01
CMD001014,CL00265,P092,Oct 20 2024,1,3156.57,KO,TANGER,Carte,L4,2024-12-01
CMD001015,CL00960,P053,16/04/2024,3,3857.59,en_cours,tanger,Carte,L3,2024-12-01
CMD001016,CL00688,P065,07/02/2024,3,2790.14,annulé,CASA,Carte,L3,2024-12-01
CMD001017,CL00685,P026,2024-04-27,3,4544.1,en_cours,casablanca,Carte,L4,2024-12-01
CMD001018,CL00213,P069,Jul 18 2024,1,241.45,KO,casablanca,Carte,L2,2024-12-01
CMD001019,CL00152,P046,2024-09-15,4,878.94,KO,CASA,Carte,L1,2024-12-01
CMD001020,CL00052,P049,02/09/2024,4,994.16,KO,CASA,Carte,L4,2024-12-01
CMD001021,CL00961,P009,20/03/2024,4,1870.04,annulé,CASA,Carte,L4,2024-12-01
CMD001022,CL00819,P027,Dec 21 2024,1,487.0,en_cours,tanger,Carte,L2,2024-12-01
CMD001023,CL00516,P071,2024-11-14,1,1015.25,OK,CASA,Carte,,2024-12-01
CMD001024,CL_DUB_27,P025,08/02/2024,1,4126.13,en_cours,Tnja,Carte,L3,2024-12-01
CMD001025,CL00266,P037,2024-08-29,4,783.06,OK,TANGER,Carte,L1,2024-12-01
CMD001026,CL00579,P099,Feb 08 2024,2,3256.71,annulé,casablanca,Carte,L1,2024-12-01
CMD001027,CL00496,P030,11/12/2024,2,3567.82,KO,CASA,Carte,L3,2024-12-01
CMD001028,CL00384,P001,2024-09-12,2,339.94,DONE,TANGER,Carte,,2024-12-01
CMD001029,CL00076,P059,02/11/2024,1,4109.2,DONE,TANGER,Carte,L2,2024-12-01
CMD001030,CL00564,P031,Oct 19 2024,4,1208.05,DONE,CASA,Carte,L4,2024-12-01
CMD001031,CL00566,P080,05/04/2024,3,879.84,KO,Tnja,Carte,L1,2024-12-01
CMD001032,CL00084,P062,2024-06-08,4,4252.99,annulé,TANGER,Carte,L3,2024-12-01
CMD001033,CL00031,P095,08/07/2024,1,4737.91,KO,casablanca,Carte,L2,2024-12-01
CMD001034,CL00914,P048,2024-05-05,1,4077.96,DONE,tanger,Carte,L4,2024-12-01
CMD001035,CL00330,P058,Nov 20 2024,2,3666.91,annulé,TNG,Carte,L4,2024-12-01
CMD001036,CL00874,P036,2024-07-18,4,298.57,DONE,Tnja,Carte,,2024-12-01
CMD001037,CL00891,P060,Dec 27 2024,2,3356.97,DONE,Tnja,Carte,L3,2024-12-01
CMD001038,CL00773,P022,20/02/2024,4,2869.64,en_cours,TNG,Carte,L3,2024-12-01
CMD001039,CL_DUB_17,P040,2024-07-14,2,2531.45,KO,TANGER,Carte,L1,2024-12-01
CMD001040,CL00795,P096,Feb 22 2024,3,672.35,KO,tanger,Carte,,2024-12-01
CMD001041,CL00988,P049,30/11/2024,4,1530.65,DONE,TNG,Carte,L1,2024-12-01
CMD001042,CL00888,P051,24/01/2024,3,4169.4,OK,casablanca,Carte,,2024-12-01
CMD001043,CL00968,P047,Mar 26 2024,3,513.43,annulé,Tnja,Carte,L1,2024-12-01
CMD001044,CL00585,P031,25/04/2024,3,1683.08,livré,tanger,Carte,,2024-12-01
CMD001045,CL00608,P081,21/05/2024,3,4917.94,en_cours,TANGER,Carte,L1,2024-12-01
CMD001046,CL00568,P002,2024-03-06,1,2241.64,KO,TNG,Carte,L2,2024-12-01
CMD001047,CL00312,P038,Jul 05 2024,2,3972.3,annulé,casablanca,Carte,L3,2024-12-01
CMD001048,CL00750,P049,09/09/2024,2,723.54,en_cours,tanger,Carte,L4,2024-12-01
CMD001049,CL00487,P067,22/12/2024,4,924.49,OK,tanger,Carte,L1,2024-12-01
CMD001050,CL00976,P082,2024-10-25,4,441.32,OK,TANGER,Carte,L2,2024-12-01
CMD001051,CL00997,P052,2024-05-24,1,607.24,livré,CASA,Carte,L4,2024-12-01
CMD001052,CL00354,P062,2024-04-13,2,4398.32,KO,CASA,Carte,,2024-12-01
CMD001053,CL00717,P061,2024-11-10,2,651.24,KO,casablanca,Carte,L1,2024-12-01
CMD001054,CL00244,P064,May 23 2024,1,726.33,OK,Tnja,Carte,L2,2024-12-01
CMD001055,CL00758,P099,Nov 03 2024,1,4338.01,OK,CASA,Carte,L2,2024-12-01
CMD001056,CL00602,P089,18/03/2024,2,1753.19,OK,CASA,Carte,L1,2024-12-01
CMD001057,CL00366,P026,12/06/2024,1,2679.12,DONE,casablanca,Carte,L1,2024-12-01
CMD001058,CL00460,P069,21/11/2024,4,4464.19,OK,tanger,Carte,L1,2024-12-01
CMD001059,CL00312,P009,Dec 17 2024,3,4377.65,OK,TANGER,Carte,L3,2024-12-01
CMD001060,CL00512,P056,Oct 24 2024,1,1520.01,en_cours,TANGER,Carte,L3,2024-12-01
CMD001061,CL00375,P009,27/06/2024,2,2421.55,en_cours,CASA,Carte,L2,2024-12-01
CMD001062,CL00419,P096,2024-12-24,1,4171.55,en_cours,TANGER,Carte,L3,2024-12-01
CMD001063,CL00014,P006,2024-06-16,4,3930.38,KO,TNG,Carte,L1,2024-12-01
CMD001064,CL00757,P043,Oct 25 2024,2,259.64,livré,TNG,Carte,L4,2024-12-01
CMD001065,CL00578,P046,2024-06-13,1,2507.24,livré,CASA,Carte,L4,2024-12-01
CMD001066,CL00567,P031,2024-03-07,1,4458.81,livré,TANGER,Carte,L1,2024-12-01
CMD001067,CL00176,P095,2024-02-25,3,3617.57,en_cours,TANGER,Carte,L3,2024-12-01
CMD001068,CL00609,P056,2024-11-09,3,3436.14,livré,CASA,Carte,L3,2024-12-01
CMD001069,CL00699,P017,Feb 17 2024,2,2725.79,annulé,CASA,Carte,L2,2024-12-01
CMD001070,CL00346,P045,Feb 12 2024,2,1304.7,livré,casablanca,Carte,L4,2024-12-01
CMD001071,CL00296,P068,23/03/2024,4,269.04,livré,casablanca,Carte,L2,2024-12-01
CMD001072,CL00917,P062,Apr 03 2024,3,4265.12,livré,tanger,Carte,,2024-12-01
CMD001073,CL00133,P077,23/01/2024,3,2882.43,livré,CASA,Carte,L1,2024-12-01
CMD001074,CL00450,P021,2024-01-19,4,1162.01,en_cours,CASA,Carte,L3,2024-12-01
CMD001075,CL00880,P070,15/07/2024,3,4280.98,livré,TANGER,Carte,L4,2024-12-01
CMD001076,CL00290,P024,Jan 16 2024,3,3612.97,annulé,CASA,Carte,L4,2024-12-01
CMD001077,CL00324,P049,2024-05-16,2,4091.91,DONE,casablanca,Carte,L4,2024-12-01
CMD001078,CL00418,P028,Jul 22 2024,3,3151.45,livré,TANGER,Carte,L2,2024-12-01
CMD001079,CL00678,P016,Jul 11 2024,3,3421.6,annulé,casablanca,Carte,L2,2024-12-01
CMD001080,CL00523,P046,2024-10-08,3,2423.55,DONE,CASA,Carte,L2,2024-12-01
CMD001081,CL00126,P081,Dec 18 2024,4,756.44,DONE,TNG,Carte,L1,2024-12-01
CMD001082,CL00963,P038,2024-12-12,3,2386.63,annulé,Tnja,Carte,L4,2024-12-01
CMD001083,CL00136,P022,2024-01-06,2,4637.87,en_cours,casablanca,Carte,L4,2024-12-01
CMD001084,CL00011,P027,22/03/2024,2,2630.16,livré,CASA,Carte,L2,2024-12-01
CMD001085,CL00226,P096,2024-02-16,4,1939.89,en_cours,TANGER,Carte,L4,2024-12-01
CMD001086,CL00131,P008,2024-11-19,2,4228.63,OK,TANGER,Carte,L2,2024-12-01
CMD001087,CL00168,P021,2024-06-30,2,4211.88,en_cours,tanger,Carte,L1,2024-12-01
CMD001088,CL00085,P040,2024-03-10,1,3301.44,OK,tanger,Carte,L1,2024-12-01
CMD001089,CL00763,P026,2024-01-30,1,2510.05,en_cours,TNG,Carte,L4,2024-12-01
CMD001090,CL00113,P096,Sep 10 2024,4,1516.72,KO,Tnja,Carte,L1,2024-12-01
CMD001091,CL00474,P099,Jun 13 2024,3,4924.12,DONE,CASA,Carte,L1,2024-12-01
CMD001092,CL00278,P033,Jul 14 2024,2,674.15,OK,casablanca,Carte,L1,2024-12-01
CMD001093,CL00287,P012,Jan 03 2024,1,3943.89,en_cours,casablanca,Carte,L1,2024-12-01
CMD001094,CL00931,P084,2024-04-12,3,407.99,livré,TANGER,Carte,L2,2024-12-01
CMD001095,CL00094,P009,Jun 27 2024,2,4912.41,KO,casablanca,Carte,L3,2024-12-01
CMD001096,CL00337,P064,2024-12-10,2,4381.79,KO,CASA,Carte,L4,2024-12-01
CMD001097,CL00727,P098,13/03/2024,2,1628.55,annulé,tanger,Carte,L1,2024-12-01
CMD001098,CL00928,P022,23/01/2024,2,3865.74,KO,casablanca,Carte,L2,2024-12-01
CMD001099,CL00107,P025,15/08/2024,1,3086.63,en_cours,TANGER,Carte,L4,2024-12-01
CMD001100,CL00934,P035,2024-03-06,3,1086.68,KO,TANGER,Carte,L4,2024-12-01
CMD001101,CL00511,P046,18/07/2024,4,2669.77,OK,tanger,Carte,L1,2024-12-01
CMD001102,CL00172,P095,07/07/2024,2,1573.42,OK,TANGER,Carte,L4,2024-12-01
CMD001103,CL00893,P008,Dec 20 2024,4,4164.34,livré,Tnja,Carte,L2,2024-12-01
CMD001104,CL00682,P012,2024-02-11,3,126.36,annulé,TNG,Carte,L1,2024-12-01
CMD001105,CL00153,P046,2024-01-02,4,408.85,DONE,casablanca,Carte,L2,2024-12-01
CMD001106,CL00166,P050,Nov 10 2024,3,4960.82,annulé,tanger,Carte,L2,2024-12-01
CMD001107,CL00122,P030,2024-05-20,4,4371.61,livré,casablanca,Carte,L1,2024-12-01
CMD001108,CL00199,P013,27/04/2024,4,3725.21,en_cours,Tnja,Carte,L1,2024-12-01
CMD001109,CL00334,P075,Dec 24 2024,2,2706.21,en_cours,tanger,Carte,L2,2024-12-01
CMD001110,CL00518,P055,Feb 27 2024,2,1036.06,KO,Tnja,Carte,L1,2024-12-01
CMD001111,CL00432,P077,Jan 25 2024,2,2728.47,OK,TNG,Carte,L2,2024-12-01
CMD001112,CL00837,P001,Feb 16 2024,3,1289.86,OK,Tnja,Carte,L3,2024-12-01
CMD001113,CL00301,P055,Aug 12 2024,3,2741.28,en_cours,TANGER,Carte,L1,2024-12-01
CMD001114,CL00202,P021,24/05/2024,1,4056.22,OK,tanger,Carte,L2,2024-12-01
CMD001115,CL00646,P024,2024-12-24,3,2008.37,DONE,TNG,Carte,L4,2024-12-01
CMD001116,CL00979,P092,2024-04-24,4,430.15,DONE,Tnja,Carte,L1,2024-12-01
CMD001117,CL00419,P090,04/01/2024,1,1753.15,DONE,CASA,Carte,L4,2024-12-01
CMD001118,CL00634,P017,16/12/2024,1,3672.17,OK,TANGER,Carte,L4,2024-12-01
CMD001119,CL00978,P073,Jun 19 2024,3,3802.25,livré,Tnja,Carte,L4,2024-12-01
CMD001120,CL00580,P020,Jul 20 2024,3,3961.86,OK,TANGER,Carte,L3,2024-12-01
CMD001121,CL00026,P029,07/11/2024,1,695.21,en_cours,tanger,Carte,L2,2024-12-01
CMD001122,CL00834,P056,Oct 25 2024,4,3740.03,KO,CASA,Carte,L4,2024-12-01
CMD001123,CL00059,P088,2024-06-09,3,2959.26,livré,TANGER,Carte,L2,2024-12-01
CMD001124,CL00039,P056,2024-12-05,2,1472.75,annulé,TNG,Carte,L4,2024-12-01
CMD001125,CL00781,P020,Mar 30 2024,4,916.69,en_cours,CASA,Carte,L4,2024-12-01
CMD001126,CL00542,P078,2024-03-09,2,954.15,OK,Tnja,Carte,L4,2024-12-01
CMD001127,CL00732,P066,Aug 11 2024,1,2651.51,DONE,Tnja,Carte,L4,2024-12-01
CMD001128,CL00671,P035,18/11/2024,2,1573.53,DONE,CASA,Carte,L4,2024-12-01
CMD001129,CL00436,P097,2024-08-10,1,2533.79,livré,CASA,Carte,L1,2024-12-01
CMD001130,CL00636,P026,13/08/2024,3,2875.9,livré,CASA,Carte,L2,2024-12-01
CMD001131,CL00399,P058,04/04/2024,4,4011.84,OK,TNG,Carte,L4,2024-12-01
CMD001132,CL00216,P029,10/03/2024,1,917.42,DONE,Tnja,Carte,,2024-12-01
CMD001133,CL00360,P022,2024-08-06,1,1820.25,DONE,TNG,Carte,L4,2024-12-01
CMD001134,CL00432,P013,Apr 04 2024,4,4283.73,DONE,tanger,Carte,L3,2024-12-01
CMD001135,CL00320,P099,2024-09-09,3,1777.64,annulé,TNG,Carte,L1,2024-12-01
CMD001136,CL00352,P059,29/06/2024,4,355.22,OK,Tnja,Carte,L4,2024-12-01
CMD001137,CL00853,P034,22/07/2024,3,1910.41,annulé,CASA,Carte,L3,2024-12-01
CMD001138,CL00589,P075,23/10/2024,3,3672.48,en_cours,casablanca,Carte,L3,2024-12-01
CMD001139,CL00124,P018,08/07/2024,2,2227.96,DONE,TANGER,Carte,L3,2024-12-01
CMD001140,CL00433,P035,Dec 10 2024,2,4318.62,OK,Tnja,Carte,L2,2024-12-01
CMD001141,CL00871,P076,Feb 07 2024,1,278.79,livré,TNG,Carte,L3,2024-12-01
CMD001142,CL00823,P068,2024-05-07,3,3327.9,KO,casablanca,Carte,L3,2024-12-01
CMD001143,CL00348,P076,2024-03-30,3,2971.7,OK,Tnja,Carte,L3,2024-12-01
CMD001144,CL00916,P098,Aug 04 2024,3,2462.87,annulé,casablanca,Carte,L3,2024-12-01
CMD001145,CL00051,P080,Sep 06 2024,4,1482.88,KO,Tnja,Carte,L2,2024-12-01
CMD001146,CL00830,P062,2024-05-20,1,3420.5,DONE,CASA,Carte,L2,2024-12-01
CMD001147,CL00779,P050,2024-03-17,2,4144.46,livré,TANGER,Carte,L2,2024-12-01
CMD001148,CL00480,P058,Aug 02 2024,4,750.73,en_cours,casablanca,Carte,L2,2024-12-01
CMD001149,CL00005,P005,30/07/2024,4,4411.61,livré,tanger,Carte,L1,2024-12-01
CMD001150,CL00978,P042,2024-07-22,2,1264.58,en_cours,tanger,Carte,L1,2024-12-01
CMD001151,CL00443,P095,11/11/2024,3,2638.86,DONE,casablanca,Carte,L3,2024-12-01
CMD001152,CL00960,P098,05/11/2024,3,0.0,annulé,CASA,Carte,L1,2024-12-01
CMD001153,CL00923,P002,12/12/2024,1,2257.47,KO,CASA,Carte,L3,2024-12-01
CMD001154,CL00621,P082,2024-10-25,2,122.35,en_cours,tanger,Carte,L2,2024-12-01
CMD001155,CL00521,P069,25/06/2024,3,3172.42,en_cours,Tnja,Carte,L2,2024-12-01
CMD001156,CL00465,P083,02/09/2024,3,2583.31,en_cours,TANGER,Carte,L1,2024-12-01
CMD001157,CL00349,P032,26/04/2024,4,3890.51,en_cours,tanger,Carte,L4,2024-12-01
CMD001158,CL00856,P068,11/02/2024,1,2878.82,DONE,casablanca,Carte,L4,2024-12-01
CMD001159,CL00237,P002,28/02/2024,1,498.64,KO,casablanca,Carte,L1,2024-12-01
CMD001160,CL00470,P030,2024-12-29,4,1670.46,annulé,Tnja,Carte,L3,2024-12-01
CMD001161,CL00814,P093,2024-07-03,2,4946.87,en_cours,casablanca,Carte,L3,2024-12-01
CMD001162,CL00286,P085,31/05/2024,3,1594.15,DONE,casablanca,Carte,L3,2024-12-01
CMD001163,CL00081,P063,Mar 03 2024,1,3054.8,KO,TNG,Carte,L1,2024-12-01
CMD001164,CL00361,P031,23/07/2024,3,4225.41,OK,tanger,Carte,L1,2024-12-01
CMD001165,CL00523,P015,30/04/2024,2,3493.54,KO,TANGER,Carte,L4,2024-12-01
CMD001166,CL00975,P068,2024-09-19,2,814.8,en_cours,casablanca,Carte,L1,2024-12-01
CMD001167,CL00654,P041,23/10/2024,2,1607.91,livré,Tnja,Carte,L3,2024-12-01
CMD001168,CL00712,P090,2024-12-11,1,1357.89,livré,CASA,Carte,L2,2024-12-01
CMD001169,CL00553,P082,10/06/2024,3,4065.63,en_cours,CASA,Carte,L4,2024-12-01
CMD001170,CL00768,P005,Nov 25 2024,1,1061.68,annulé,tanger,Carte,L2,2024-12-01
CMD001171,CL00510,P056,11/09/2024,3,4951.15,annulé,TNG,Carte,L1,2024-12-01
CMD001172,CL00845,P020,Mar 17 2024,3,2737.72,KO,casablanca,Carte,L4,2024-12-01
CMD001173,CL00335,P050,07/11/2024,1,849.54,KO,CASA,Carte,,2024-12-01
CMD001174,CL00651,P084,14/12/2024,3,1302.34,livré,tanger,Carte,L1,2024-12-01
CMD001175,CL00117,P006,2024-03-10,3,1495.05,en_cours,Tnja,Carte,L2,2024-12-01
CMD001176,CL00738,P003,09/08/2024,2,2020.1,OK,TNG,Carte,L4,2024-12-01
CMD001177,CL00099,P045,30/01/2024,3,483.87,KO,Tnja,Carte,,2024-12-01
CMD001178,CL00608,P012,2024-12-10,2,2915.64,DONE,CASA,Carte,L1,2024-12-01
CMD001179,CL_DUB_18,P062,23/10/2024,2,940.94,DONE,casablanca,Carte,L2,2024-12-01
CMD001180,CL00213,P097,2024-09-30,3,647.56,KO,casablanca,Carte,L1,2024-12-01
CMD001181,CL00327,P040,04/11/2024,1,2194.46,DONE,tanger,Carte,L2,2024-12-01
CMD001182,CL00617,P002,17/07/2024,3,800.8,OK,casablanca,Carte,L1,2024-12-01
CMD001183,CL00495,P043,Aug 13 2024,2,2001.25,en_cours,tanger,Carte,L3,2024-12-01
CMD001184,CL00771,P036,2024-05-13,3,3740.23,DONE,Tnja,Carte,L2,2024-12-01
CMD001185,CL00254,P089,Jun 11 2024,4,652.97,livré,CASA,Carte,L3,2024-12-01
CMD001186,CL00421,P087,20/08/2024,3,4030.36,DONE,casablanca,Carte,L3,2024-12-01
CMD001187,CL00464,P032,Sep 23 2024,1,1099.67,DONE,casablanca,Carte,L2,2024-12-01
CMD001188,CL00362,P025,2024-10-25,2,4809.32,OK,TNG,Carte,,2024-12-01
CMD001189,CL00349,P020,10/09/2024,1,2646.03,livré,casablanca,Carte,L2,2024-12-01
CMD001190,CL00578,P040,22/11/2024,4,3479.48,KO,tanger,Carte,L2,2024-12-01
CMD001191,CL00696,P099,2024-04-06,2,1844.76,DONE,casablanca,Carte,L4,2024-12-01
CMD001192,CL00595,P007,Nov 20 2024,4,4120.96,livré,CASA,Carte,L3,2024-12-01
CMD001193,CL00239,P089,08/07/2024,3,3435.19,DONE,TNG,Carte,L4,2024-12-01
CMD001194,CL00188,P008,2024-11-21,4,3971.54,annulé,CASA,Carte,L2,2024-12-01
CMD001195,CL00273,P041,Aug 07 2024,3,376.19,en_cours,TANGER,Carte,L2,2024-12-01
CMD001196,CL00537,P034,2024-02-25,-2,2667.44,en_cours,CASA,Carte,L2,2024-12-01
CMD001197,CL00639,P077,Dec 24 2024,3,2402.14,annulé,CASA,Carte,L1,2024-12-01
CMD001198,CL00211,P067,Nov 18 2024,1,1009.22,OK,CASA,Carte,L3,2024-12-01
CMD001199,CL00110,P032,Jan 23 2024,2,4689.81,annulé,tanger,Carte,L1,2024-12-01
CMD001200,CL00314,P047,Jan 05 2024,3,4973.54,DONE,Tnja,Carte,L1,2024-12-01
CMD001201,CL_DUB_8,P032,2024-09-24,3,948.59,en_cours,casablanca,Carte,L1,2024-12-01
CMD001202,CL00510,P085,07/02/2024,2,1481.65,annulé,TNG,Carte,L3,2024-12-01
CMD001203,CL_DUB_17,P012,Mar 29 2024,2,2239.31,livré,CASA,Carte,L4,2024-12-01
CMD001204,CL00745,P090,10/08/2024,3,2262.71,DONE,tanger,Carte,L4,2024-12-01
CMD001205,CL00048,P014,11/05/2024,3,2238.32,OK,TNG,Carte,,2024-12-01
CMD001206,CL00639,P073,04/05/2024,3,225.68,OK,Tnja,Carte,L4,2024-12-01
CMD001207,CL00885,P049,Oct 03 2024,2,2341.61,livré,casablanca,Carte,L4,2024-12-01
CMD001208,CL00039,P016,2024-04-12,2,3312.06,en_cours,TNG,Carte,L2,2024-12-01
CMD001209,CL00353,P049,15/12/2024,1,3804.23,KO,TNG,Carte,,2024-12-01
CMD001210,CL00327,P053,Apr 30 2024,1,157.44,KO,TANGER,Carte,L3,2024-12-01
CMD001211,CL00048,P089,14/06/2024,2,680.05,livré,CASA,Carte,L1,2024-12-01
CMD001212,CL00396,P033,2024-06-08,1,1696.94,KO,tanger,Carte,L4,2024-12-01
CMD001213,CL_DUB_24,P023,14/05/2024,3,2081.73,KO,CASA,Carte,,2024-12-01
CMD001214,CL00893,P019,Sep 13 2024,2,3115.61,annulé,CASA,Carte,L2,2024-12-01
CMD001215,CL00617,P098,2024-08-11,1,4237.22,OK,TNG,Carte,L3,2024-12-01
CMD001216,CL00452,P025,Nov 27 2024,4,2807.89,KO,CASA,Carte,L3,2024-12-01
CMD001217,CL00867,P042,09/07/2024,2,3826.07,OK,Tnja,Carte,L3,2024-12-01
CMD001218,CL00533,P041,11/03/2024,4,4252.66,DONE,CASA,Carte,L2,2024-12-01
CMD001219,CL00906,P075,2024-06-03,1,1780.42,annulé,Tnja,Carte,L1,2024-12-01
CMD001220,CL00429,P075,12/02/2024,4,4730.99,KO,CASA,Carte,L1,2024-12-01
CMD001221,CL00197,P085,15/12/2024,4,3128.26,annulé,casablanca,Carte,L2,2024-12-01
CMD001222,CL00073,P062,2024-07-13,2,1788.04,livré,tanger,Carte,L4,2024-12-01
CMD001223,CL00847,P067,14/11/2024,4,2102.11,DONE,casablanca,Carte,L4,2024-12-01
CMD001224,CL00274,P009,2024-04-10,2,1992.53,OK,casablanca,Carte,L1,2024-12-01
CMD001225,CL00314,P019,2024-09-14,4,1718.77,DONE,TNG,Carte,,2024-12-01
CMD001226,CL_DUB_13,P002,2024-10-26,4,3842.13,DONE,casablanca,Carte,L2,2024-12-01
CMD001227,CL00896,P076,24/11/2024,1,2244.5,OK,CASA,Carte,L2,2024-12-01
CMD001228,CL00255,P059,2024-12-06,2,3694.5,annulé,TNG,Carte,,2024-12-01
CMD001229,CL00874,P096,Jan 25 2024,-2,4597.53,DONE,TANGER,Carte,L2,2024-12-01
CMD001230,CL00118,P074,2024-03-23,4,3487.05,KO,TANGER,Carte,L4,2024-12-01
CMD001231,CL00862,P051,Apr 10 2024,3,1241.69,annulé,CASA,Carte,L1,2024-12-01
CMD001232,CL00786,P099,22/07/2024,4,4957.26,livré,casablanca,Carte,L4,2024-12-01
CMD001233,CL00210,P002,20/07/2024,4,2723.64,KO,Tnja,Carte,L2,2024-12-01
CMD001234,CL00869,P014,May 19 2024,2,4407.96,en_cours,Tnja,Carte,L1,2024-12-01
CMD001235,CL00369,P027,08/05/2024,2,4307.3,KO,TANGER,Carte,L1,2024-12-01
CMD001236,CL00906,P051,Oct 28 2024,1,355.67,livré,CASA,Carte,L3,2024-12-01
CMD001237,CL00669,P039,11/06/2024,3,1083.78,annulé,CASA,Carte,L3,2024-12-01
CMD001238,CL00502,P053,2024-12-30,3,646.4,DONE,TNG,Carte,L2,2024-12-01
CMD001239,CL00740,P076,2024-01-07,1,2296.41,OK,tanger,Carte,L3,2024-12-01
CMD001240,CL00958,P074,16/10/2024,3,4809.96,livré,TNG,Carte,L3,2024-12-01
CMD001241,CL00797,P041,Aug 18 2024,4,1184.14,en_cours,TNG,Carte,L2,2024-12-01
CMD001242,CL00728,P021,Mar 27 2024,4,2909.48,annulé,CASA,Carte,L4,2024-12-01
CMD001243,CL00871,P074,2024-05-12,-2,4629.75,KO,TNG,Carte,L1,2024-12-01
CMD001244,CL00866,P065,10/01/2024,4,823.31,livré,Tnja,Carte,L1,2024-12-01
CMD001245,CL00108,P012,Jan 21 2024,2,2545.44,en_cours,tanger,Carte,L2,2024-12-01
CMD001246,CL00340,P074,25/12/2024,4,1677.86,livré,Tnja,Carte,L2,2024-12-01
CMD001247,CL00203,P094,2024-01-24,4,1278.53,OK,Tnja,Carte,L2,2024-12-01
CMD001248,CL00818,P061,Sep 10 2024,1,3557.4,OK,TANGER,Carte,L1,2024-12-01
CMD001249,CL00028,P092,Sep 28 2024,3,4256.74,livré,CASA,Carte,L3,2024-12-01
CMD001250,CL00021,P030,12/01/2024,4,1722.84,annulé,TNG,Carte,L4,2024-12-01
CMD001251,CL00240,P048,May 06 2024,1,1277.72,KO,TNG,Carte,L1,2024-12-01
CMD001252,CL00373,P011,11/10/2024,-2,2331.73,annulé,casablanca,Carte,L2,2024-12-01
CMD001253,CL00804,P039,28/04/2024,1,608.89,livré,Tnja,Carte,L3,2024-12-01
CMD001254,CL00238,P064,2024-07-16,1,1209.98,en_cours,TNG,Carte,L4,2024-12-01
CMD001255,CL00616,P044,Nov 03 2024,3,700.7,KO,CASA,Carte,L2,2024-12-01
