id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD004083,C00735,P013,Apr 11 2023,3,2520.65,annule,Meknès,cash,L018,
CMD004416,C01039,P006,21/11/2024,10,21685.25,livre,Agadir,cash,L026,2024-11-28
CMD002061,C01159,P026,2024-10-08,2,230.27,livre,CAS,wafacash,L028,2024-10-09
CMD000944,C01044,P003,2023-08-09,2,4758.61,livré,TANGER,virement,L029,2023-08-14
CMD002469,C01014,P016,29/08/2022,3,1152.75,OK,Casa,cash,L009,2022-09-04
CMD002429,C00952,P025,2024-01-09,3,768.73,livré,MEKNES,carte_bancaire,L017,2024-01-13
CMD001299,C00739,P032,Jan 11 2022,4,908.42,en_cours,Tanger,cmi,L004,
CMD004765,C00688,P026,May 16 2023,7,208.94,livré,Rabat,cmi,L005,2023-05-21
CMD003232,C00385,P021,08/09/2023,9,443.56,livré,Fez,cmi,L016,2023-09-11
CMD000416,C00709,P023,2022-11-12,7,2574.5,KO,Fez,cash,L021,
CMD002369,C00969,P027,Oct 25 2022,7,374.59,KO,CAS,cmi,L015,
CMD000210,C00149,P009,02/11/2023,8,13063.58,annule,FES,wafacash,L009,
CMD003738,C00866,P020,May 06 2023,3,296.08,livré,Casa,wafacash,,2023-05-07
CMD000345,C00153,P007,2022-10-24,10,14259.6,livré,marrakech,virement,L005,2022-10-29
CMD003571,C00644,P021,19/02/2023,-4,542.99,livré,Tanger,wafacash,L013,2023-02-24
CMD004889,C00172,P028,15/01/2022,3,200.88,livré,CAS,cash,L010,2022-01-18
CMD000234,C00668,P021,22/05/2022,6,428.37,livré,Fez,cmi,L006,2022-05-28
CMD002602,C01038,P019,Jul 20 2024,2,1560.72,retourné,TNG,cmi,L020,2024-07-24
CMD004390,C00218,P009,2024-03-10,3,10549.94,livré,Rabat,wafacash,L014,2024-03-17
CMD000680,C00865,P014,30/05/2023,3,688.14,livre,marrakech,carte_bancaire,L028,2023-06-02
CMD004216,C00279,P021,Nov 04 2024,5,485.89,LIVRE,TNG,cash,L023,2024-11-07
CMD002575,C00430,P027,2023-12-15,9,335.22,livré,Fez,virement,L026,2023-12-16
CMD004463,C00337,P005,14/09/2023,3,9623.67,retourné,meknes,wafacash,L002,2023-09-17
CMD000566,C00946,P006,24/01/2023,1,17857.43,livré,Tnja,cash,L013,2023-01-29
CMD003673,C00730,P020,Mar 06 2024,10,259.22,en_cours,Fez,wafacash,L008,
CMD000791,C00016,P007,2024-05-07,6,15315.42,DONE,CAS,virement,L030,2024-05-12
CMD000832,C00690,P001,27/11/2022,2,11354.77,KO,fes,carte_bancaire,L010,
CMD001006,C00717,P023,Aug 23 2023,2,2596.84,livré,MEKNES,wafacash,L021,2023-08-24
CMD000586,C00290,P020,04/11/2022,4,314.32,en_cours,tanger,carte_bancaire,L011,
CMD003400,C00752,P020,12/08/2022,5,271.03,DONE,Agadir,virement,L015,2022-08-13
CMD002826,C00084,P007,26/01/2024,6,16274.79,annulé,marrakech,carte_bancaire,L025,
CMD000513,C00703,P028,Mar 31 2024,6,215.91,DONE,Tanger,cash,L030,2024-04-03
CMD003804,C01135,P007,Feb 26 2024,10,14390.73,LIVRE,Agadir,carte_bancaire,L012,2024-03-04
CMD004164,C00416,P010,2023-12-21,9,14366.58,livré,CASABLANCA,cash,L007,2023-12-22
CMD001897,C00422,P001,2023-05-31,6,12041.41,annule,casablanca,cmi,L005,
CMD000394,C00333,P010,2022-06-16,4,12891.82,livré,Mrakch,carte_bancaire,L018,2022-06-19
CMD001129,C00098,P024,Apr 23 2023,3,1195.56,livré,Agadir,cmi,L021,2023-04-24
CMD001144,C00099,P022,2023-02-27,5,778.3,KO,AGADIR,cash,L027,
CMD002918,C00697,P005,2024-02-14,7,9400.73,KO,Fès,wafacash,L020,
CMD004747,C00317,P001,2024-12-22,6,14081.93,DONE,Marrakesh,carte_bancaire,,2024-12-26
CMD001741,C00301,P009,21/04/2023,6,12780.81,OK,MARRAKECH,cash,L016,2023-04-25
CMD001756,C00501,P009,Sep 23 2023,7,11897.89,KO,Marrakesh,virement,L026,
CMD002173,C00497,P029,27/02/2022,3,324.74,LIVRE,Casa,cmi,L027,2022-03-04
CMD004319,C00601,P012,2023-03-21,9,2739.78,DONE,Tanger,cash,L028,2023-03-24
CMD002884,C00702,P025,Feb 04 2023,1,764.39,OK,RABAT,carte_bancaire,L019,2023-02-08
CMD004066,C01112,P004,16/10/2024,10,5071.33,livré,rabat,virement,L012,2024-10-17
CMD003849,C01116,P020,Jul 28 2023,7,313.08,KO,meknes,carte_bancaire,L012,
CMD001745,C00935,P015,Jul 29 2023,9,1114.09,KO,agadir,cmi,L024,
CMD003560,C01148,P006,04/10/2023,10,21969.11,retourne,MEKNES,virement,L007,2023-10-15
CMD001477,C01058,P022,Jan 14 2023,8,889.91,retourne,Agadir,cmi,L002,2023-01-24
CMD004191,C00901,P017,Aug 10 2022,2,407.84,livré,MARRAKECH,carte_bancaire,L029,2022-08-17
CMD002169,C00161,P023,May 21 2024,2,2323.75,KO,fes,cmi,L026,
CMD002290,C01039,P008,16/12/2022,2,11825.18,livré,agadir,virement,,2022-12-22
CMD002446,C00112,P015,Jun 06 2024,8,1291.26,livre,Tnja,carte_bancaire,L027,2024-06-11
CMD002275,C00186,P007,May 22 2022,2,16458.43,KO,rabat,virement,L001,
CMD001333,C00623,P016,Dec 18 2023,1,1380.46,livre,Marrakesh,cmi,L011,2023-12-24
CMD000263,C00056,P017,03/06/2022,3,437.91,livré,marrakech,carte_bancaire,L006,2022-06-07
CMD001348,C00064,P017,May 26 2023,9,400.12,LIVRE,Fez,wafacash,L015,2023-06-02
CMD001769,C01061,P002,2023-11-20,7,10681.08,OK,agadir,wafacash,L022,2023-11-26
CMD003364,C01057,P032,27/02/2023,8,976.64,retourné,rabat,cmi,L004,2023-03-12
CMD001826,C00729,P010,15/03/2024,2,12865.73,annulé,CAS,virement,L017,
CMD001962,C00175,P028,05/04/2023,3,171.68,OK,CASABLANCA,cmi,L027,2023-04-07
CMD000014,C00585,P016,2022-06-09,1,1305.26,retourne,tanger,virement,L010,2022-06-19
CMD001037,C01090,P027,Mar 01 2023,7,299.02,livre,Rabat,virement,L019,2023-03-05
CMD002439,C00765,P027,2024-05-29,2,366.98,OK,MARRAKECH,cmi,L003,2024-06-04
CMD000484,C00501,P021,2024-12-02,7,459.3,retourne,Rabat,virement,L004,2024-12-14
CMD000898,C00036,P005,18/02/2022,2,10774.01,OK,rabat,cash,L020,2022-02-21
CMD003766,C00092,P008,2023-06-28,8,12207.64,livré,CAS,carte_bancaire,,2023-07-05
CMD004659,C00971,P004,2022-07-10,5,5360.78,livré,agadir,cmi,,2022-07-16
CMD004304,C01067,P027,2024-04-17,2,326.53,en_cours,CASABLANCA,wafacash,L022,
CMD000502,C00812,P032,Feb 14 2022,9,963.36,en_cours,agadir,cmi,L012,
CMD001372,C00514,P031,2024-10-10,9,959.42,retourné,AGADIR,wafacash,L011,2024-10-20
CMD004509,C01108,P015,2023-03-15,9,1124.87,OK,Meknès,virement,L029,2023-03-22
CMD003918,C00776,P031,Mar 11 2022,6,1031.32,KO,Casa,wafacash,L030,
CMD001509,C00847,P020,2023-09-16,8,295.83,KO,Fez,cash,L017,
CMD000707,C00850,P012,Aug 30 2023,9,2715.49,en_cours,tanger,cmi,L017,
CMD000732,C00199,P001,Apr 17 2022,8,11600.17,annulé,RABAT,carte_bancaire,L003,
CMD003949,C00560,P014,2023-11-06,6,874.0,livré,Casa,cash,L029,2023-11-12
CMD002452,C00927,P010,29/06/2022,6,14055.92,annule,TANGER,virement,,
CMD004884,C00721,P027,Aug 16 2024,9,327.91,DONE,CAS,virement,L022,2024-08-21
CMD003473,C00905,P028,Oct 01 2024,5,218.64,retourne,casablanca,wafacash,L029,2024-10-09
CMD001154,C00538,P031,Oct 01 2022,6,974.15,DONE,CAS,carte_bancaire,L009,2022-10-07
CMD003709,C00529,P007,Oct 02 2023,10,14929.44,OK,meknes,cash,L005,2023-10-05
CMD003999,C01013,P031,Jan 07 2022,2,974.34,livré,Fez,cash,L013,2022-01-10
CMD000908,C00561,P006,2024-07-19,5,18654.04,livré,Rabat,wafacash,L018,2024-07-22
CMD000219,C01073,P026,01/08/2024,4,241.97,KO,Casablanca,cash,L021,
CMD002661,C01158,P016,09/08/2024,5,1239.24,LIVRE,fes,cmi,L017,2024-08-10
CMD000726,C00963,P009,Mar 09 2022,9,11180.74,en_cours,Rabat,virement,L026,
CMD000157,C00101,P024,28/09/2023,10,1031.7,OK,TNG,cmi,,2023-09-30
CMD002892,C00746,P011,30/10/2022,8,2751.4,retourné,Mrakch,carte_bancaire,L008,2022-11-12
CMD001548,C00675,P015,Aug 14 2023,4,1339.79,OK,Tnja,carte_bancaire,L029,2023-08-16
CMD001840,C00673,P016,2022-09-22,8,1312.99,annulé,marrakech,virement,L015,
CMD002410,C00561,P015,Feb 11 2022,4,1427.69,KO,Marrakesh,cmi,L010,
CMD000866,C00964,P016,Jun 08 2022,6,1322.97,annule,TANGER,carte_bancaire,L026,
CMD003917,C00990,P025,18/06/2022,4,787.15,LIVRE,MEKNES,wafacash,L018,2022-06-22
CMD003047,C01075,P027,2022-02-24,9,342.66,OK,RABAT,virement,L021,2022-02-26
CMD003165,C00210,P025,15/12/2023,3,772.5,retourné,Meknès,wafacash,L021,2023-12-27
CMD004731,C00939,P002,2024-04-16,6,8929.04,livre,Marrakesh,cash,L003,2024-04-19
CMD000887,C00285,P024,2023-08-03,2,1159.0,annule,Fès,wafacash,L017,
CMD003662,C01085,P014,2024-07-21,3,725.47,livré,TANGER,virement,L014,2024-07-24
CMD004240,C00456,P001,2022-04-10,5,13689.67,livré,rabat,wafacash,L002,2022-04-11
CMD003291,C00674,P007,2023-09-16,5,14162.07,annulé,CAS,cash,,
CMD000185,C00399,P012,Jan 25 2023,4,2212.42,DONE,Rabat,wafacash,L002,2023-01-29
CMD002732,C00280,P009,Jul 27 2024,1,11197.89,livré,agadir,virement,L021,2024-08-02
CMD002674,C00710,P002,07/10/2024,1,9892.63,en_cours,tanger,virement,L001,
CMD004202,C00481,P016,01/12/2024,1,1350.03,DONE,Tanger,virement,,2024-12-07
CMD002483,C00217,P004,May 18 2023,4,4699.43,KO,rabat,cmi,L011,
CMD001907,C00543,P019,Nov 12 2023,5,1578.8,en_cours,fes,wafacash,L006,
CMD002858,C00500,P017,2022-10-26,5,390.59,livré,Casa,carte_bancaire,L025,2022-11-02
CMD004245,C00866,P027,30/07/2024,10,373.9,livré,CAS,wafacash,L030,2024-08-01
CMD003315,C00827,P010,22/02/2022,10,11500.68,en_cours,CAS,wafacash,L010,
CMD004520,C00301,P008,Sep 21 2024,3,12456.01,en_cours,Tanger,cmi,L001,
CMD003440,C00847,P024,Apr 19 2023,8,1136.9,DONE,Fès,cmi,L021,2023-04-26
CMD001663,C00895,P032,2022-03-27,1,1088.14,retourné,TANGER,cash,L017,2022-03-31
CMD004331,C00524,P020,Jul 16 2023,8,263.15,livré,Rabat,wafacash,L003,2023-07-19
CMD001920,C01093,P028,May 19 2022,6,177.59,OK,Meknès,virement,L023,2022-05-26
CMD002796,C00140,P017,Mar 11 2024,7,415.55,KO,Rabat,virement,,
CMD004386,C01040,P005,2024-05-18,4,8523.0,OK,CASABLANCA,wafacash,L013,2024-05-21
CMD001704,C00512,P005,Apr 16 2022,6,8973.82,livré,TANGER,virement,L024,2022-04-17
CMD001600,C00226,P021,24/08/2022,9,534.07,annulé,FES,cmi,L007,
CMD001198,C00692,P018,2022-02-20,10,682.83,en_cours,Rabat,wafacash,L024,
CMD001694,C00157,P005,08/11/2023,1,8850.92,annulé,casablanca,carte_bancaire,L017,
CMD000314,C00402,P006,2022-12-21,6,20926.92,livré,MEKNES,virement,L023,2022-12-25
CMD003776,C01162,P010,07/03/2024,5,12281.78,annulé,CASABLANCA,carte_bancaire,L021,
CMD000048,C01176,P009,2024-08-19,8,11797.23,KO,Fez,carte_bancaire,L009,
CMD002982,C00370,P022,24/12/2022,4,803.38,retourne,agadir,virement,L027,2023-01-02
CMD004205,C00767,P022,21/06/2023,3,0,livré,fes,wafacash,L008,2023-06-24
CMD000313,C00796,P004,13/01/2022,9,4842.26,annule,Rabat,cmi,L018,
CMD003683,C00574,P026,Mar 06 2023,2,224.71,DONE,meknes,cmi,L021,2023-03-07
CMD004093,C00773,P008,Aug 24 2024,6,12331.35,en_cours,agadir,wafacash,L009,
CMD002686,C01042,P019,13/08/2023,5,1532.52,livre,RABAT,carte_bancaire,L024,2023-08-17
CMD000525,C00140,P023,2022-12-23,8,2302.35,annule,marrakech,cash,L003,
CMD000442,C00847,P014,2024-05-23,2,801.81,annule,Fès,wafacash,L025,
CMD004447,C00296,P027,2023-09-11,2,320.62,retourné,Tanger,cash,L012,2023-09-20
CMD000867,C00403,P030,01/07/2022,1,80.28,livré,Rabat,carte_bancaire,L006,2022-07-08
CMD002193,C01036,P029,2022-09-03,4,260.84,LIVRE,meknes,cmi,L014,2022-09-04
CMD004086,C00550,P019,Sep 25 2022,6,1426.28,annule,Casablanca,cash,L008,
CMD004612,C01049,P011,Sep 24 2022,3,2933.47,KO,Fès,cash,L016,
CMD000923,C00979,P028,23/02/2023,3,203.18,livré,fes,virement,L003,2023-03-02
CMD004781,C00362,P001,Feb 06 2024,1,12340.14,livré,Meknès,carte_bancaire,L021,2024-02-10
CMD004989,C00494,P030,02/10/2024,2,78.62,OK,Mrakch,carte_bancaire,L010,2024-10-04
CMD003605,C00308,P011,2024-08-30,5,3204.16,livre,agadir,virement,L010,2024-09-06
CMD001702,C00514,P025,2022-12-14,4,765.04,retourne,TANGER,cmi,L010,2022-12-20
CMD002668,C00999,P018,Oct 26 2023,2,618.75,retourné,Agadir,cash,L012,2023-11-03
CMD003717,C00943,P002,25/08/2022,4,10207.71,livré,TANGER,wafacash,L004,2022-08-26
CMD002507,C00715,P003,23/07/2024,2,5695.56,livré,Rabat,cmi,L012,2024-07-30
CMD001833,C00261,P001,Jan 20 2023,8,14023.02,livré,meknes,virement,L019,2023-01-21
CMD001523,C00954,P007,Jul 09 2022,9,15552.74,en_cours,MEKNES,carte_bancaire,L020,
CMD000289,C00727,P015,30/08/2022,2,1241.69,LIVRE,marrakech,carte_bancaire,L018,2022-09-05
CMD001027,C00249,P027,2023-04-01,1,345.98,en_cours,agadir,carte_bancaire,L023,
CMD001924,C00471,P004,Apr 30 2023,7,5342.15,annule,RABAT,wafacash,L020,
CMD000689,C00754,P020,Jun 28 2022,9,296.85,livré,Tanger,cmi,L023,2022-06-30
CMD003903,C00095,P003,May 31 2024,10,5254.44,livré,RABAT,cmi,L021,2024-06-03
CMD000522,C00606,P008,Aug 02 2024,10,13143.06,KO,MARRAKECH,cash,L028,
CMD004235,C00201,P029,Aug 07 2023,10,274.32,livré,casablanca,wafacash,L020,2023-08-13
CMD000547,C00325,P027,14/02/2024,6,322.39,annule,TANGER,cmi,L009,
CMD002841,C00423,P006,Nov 11 2022,9,19046.62,en_cours,AGADIR,virement,L007,
CMD003094,C00913,P021,2023-07-27,10,505.1,OK,RABAT,cmi,L018,2023-07-31
CMD002423,C00007,P032,2024-12-11,8,977.38,retourné,Agadir,cash,L030,2024-12-22
CMD003109,C01001,P031,19/08/2023,5,1054.4,OK,Meknès,virement,L017,2023-08-21
CMD002646,C01006,P019,10/05/2023,7,1387.11,KO,Fez,cash,L017,
CMD004422,C00517,P023,20/02/2024,10,2692.92,retourne,MARRAKECH,carte_bancaire,L004,2024-03-01
CMD000701,C00040,P008,Aug 02 2023,10,11932.96,livré,Rabat,wafacash,L020,2023-08-05
CMD002400,C00845,P019,10/03/2024,1,1436.77,livre,Fès,carte_bancaire,L028,2024-03-11
CMD003552,C00235,P013,Jul 23 2024,10,1990.4,annule,Mrakch,virement,L010,
CMD001988,C00872,P032,09/05/2023,1,978.39,annule,marrakech,wafacash,L028,
CMD002560,C01059,P012,Nov 13 2023,10,2694.54,DONE,meknes,carte_bancaire,L008,2023-11-17
CMD002761,C00978,P026,Sep 17 2024,7,224.91,livré,MEKNES,cash,L019,2024-09-22
CMD000810,C00451,P031,01/09/2022,9,855.89,livré,casablanca,cash,L027,2022-09-06
CMD000576,C01142,P006,Aug 13 2022,8,21230.79,livré,TANGER,cmi,L002,2022-08-17
CMD001051,C00314,P031,25/07/2023,4,887.64,LIVRE,meknes,virement,L026,2023-07-28
CMD000555,C00134,P032,2023-02-25,8,938.85,annule,Casa,cash,L010,
CMD003607,C00156,P030,2023-10-01,7,85.65,retourné,FES,virement,L001,2023-10-14
CMD000724,C00610,P004,13/08/2024,3,5154.44,livré,MEKNES,virement,L022,2024-08-15
CMD004727,C00541,P032,Aug 01 2023,5,922.1,livré,FES,cash,L005,2023-08-05
CMD003743,C00154,P001,Sep 11 2024,3,11509.54,retourne,agadir,cmi,L024,2024-09-21
CMD003508,C00095,P030,Jan 07 2022,3,77.51,OK,Meknès,virement,L009,2022-01-14
CMD004690,C00481,P031,27/11/2022,7,1039.45,annule,marrakech,carte_bancaire,L015,
CMD003626,C00274,P009,Apr 25 2023,2,11661.84,livre,Mrakch,cmi,L020,2023-04-27
CMD004470,C00854,P012,2022-10-13,6,2402.45,livre,meknes,carte_bancaire,L009,2022-10-19
CMD001221,C00488,P015,2022-11-02,8,1374.13,KO,Fez,cash,L019,
CMD000551,C00929,P008,2024-12-19,4,13107.02,livré,FES,cmi,L002,2024-12-23
CMD001617,C00609,P019,Jul 07 2024,9,1557.64,annulé,Fès,cmi,L019,
CMD002229,C01126,P010,2023-01-25,2,13807.45,livré,Fès,wafacash,L015,2023-01-31
CMD000881,C00201,P020,2022-02-03,5,304.16,livré,casablanca,wafacash,L021,2022-02-04
CMD001041,C00193,P006,2024-07-14,9,19398.1,annule,CASABLANCA,carte_bancaire,L004,
CMD000182,C00098,P024,May 13 2022,5,1299.4,OK,MARRAKECH,virement,L006,2022-05-17
CMD001355,C00110,P013,14/10/2022,4,2234.23,livre,marrakech,wafacash,L002,2022-10-19
CMD004474,C00673,P011,29/10/2024,2,3249.14,livré,RABAT,cmi,L021,2024-11-05
CMD002846,C00551,P007,2022-11-15,10,12978.81,retourne,TNG,wafacash,L005,2022-11-19
CMD001292,C00480,P024,2023-05-15,1,1227.4,KO,FES,cash,L013,
CMD004723,C01057,P032,2022-02-16,9,1073.15,livré,Marrakesh,virement,L020,2022-02-17
CMD000359,C00515,P020,27/10/2024,5,277.91,livré,Rabat,virement,L005,2024-11-01
CMD002844,C00566,P023,16/09/2023,2,2605.81,OK,Tanger,cash,L017,2023-09-17
CMD000506,C00820,P019,May 06 2022,9,1474.51,livre,RABAT,wafacash,L008,2022-05-07
CMD003728,C00429,P003,Apr 10 2023,2,5458.67,livré,Tanger,cmi,L008,2023-04-17
CMD004615,C01138,P003,2023-02-20,2,5464.68,KO,FES,virement,L024,
CMD001697,C00559,P018,06/08/2022,2,619.65,annulé,meknes,wafacash,L020,
CMD000760,C00022,P019,2024-07-08,3,1612.1,DONE,tanger,cash,L026,2024-07-09
CMD002917,C00244,P006,Jun 23 2023,6,21300.78,retourné,marrakech,cash,L023,2023-07-06
CMD000211,C00881,P019,03/02/2022,3,1288.31,LIVRE,MEKNES,carte_bancaire,L023,2022-02-09
CMD003197,C00515,P015,2022-12-11,2,1292.79,livré,marrakech,cmi,L005,2022-12-13
CMD001691,C00926,P015,05/12/2022,3,1131.01,en_cours,MARRAKECH,wafacash,L029,
CMD003492,C00239,P011,2024-06-19,2,3187.4,annule,tanger,cmi,L028,
CMD001730,C00470,P026,30/12/2023,1,213.84,livré,CAS,carte_bancaire,L016,2024-01-01
CMD001993,C00566,P007,08/03/2023,9,14906.16,annulé,TANGER,wafacash,L004,
CMD000261,C00780,P005,03/01/2022,4,9921.18,LIVRE,Tanger,wafacash,L001,2022-01-10
CMD004675,C01115,P016,2023-05-13,4,1273.43,livré,agadir,cash,L017,2023-05-14
CMD003385,C00966,P001,01/04/2022,1,11504.13,livré,TNG,virement,L024,2022-04-03
CMD001365,C00634,P003,25/07/2024,8,5928.42,DONE,casablanca,carte_bancaire,L007,2024-07-31
CMD004526,C00990,P007,26/09/2024,1,13701.85,livré,rabat,cash,L023,2024-09-27
CMD000016,C00072,P008,11/09/2023,8,13398.01,retourné,CASABLANCA,carte_bancaire,L024,2023-09-24
CMD001252,C01075,P007,Mar 01 2023,7,14196.08,livré,fes,wafacash,L017,2023-03-05
CMD000859,C01174,P024,2022-12-30,4,1269.39,livré,rabat,cash,L013,2023-01-02
CMD003454,C00333,P014,12/10/2022,5,765.6,annulé,fes,cash,L024,
CMD000924,C00776,P019,15/11/2024,4,1305.55,livre,Tanger,wafacash,L001,2024-11-16
CMD000006,C00466,P016,26/04/2022,9,1312.93,OK,Casa,cmi,,2022-04-28
CMD002424,C01014,P022,Nov 30 2022,4,903.88,retourne,Meknès,cash,L026,2022-12-04
CMD003006,C00430,P017,Mar 13 2022,1,412.85,annulé,FES,cash,L026,
CMD000300,C00006,P026,03/08/2024,3,199.21,livre,marrakech,wafacash,L004,2024-08-10
CMD001315,C00609,P005,2022-01-14,6,10047.07,KO,Marrakesh,cmi,L024,
CMD004268,C00401,P029,Jun 10 2024,2,272.27,retourné,CASABLANCA,wafacash,L013,2024-06-21
CMD004908,C00844,P028,2024-06-27,3,213.58,KO,marrakech,cmi,L024,
CMD003786,C00546,P003,15/06/2023,8,5408.47,en_cours,meknes,carte_bancaire,L027,
CMD003348,C00976,P019,14/06/2024,9,1555.14,annule,RABAT,cmi,L012,
CMD003096,C00262,P023,2023-12-21,10,2535.71,retourne,Fez,virement,L007,2023-12-31
CMD003575,C01196,P029,Jun 16 2022,2,284.05,livré,Tnja,cash,L015,2022-06-23
CMD001598,C00885,P003,May 23 2023,3,4944.38,retourné,FES,wafacash,L004,2023-05-31
CMD003389,C00080,P012,10/08/2024,4,2136.58,retourne,RABAT,carte_bancaire,L010,2024-08-18
CMD002583,C00685,P017,31/07/2024,3,366.81,livré,MARRAKECH,virement,L028,2024-08-05
CMD000427,C00147,P015,2024-02-29,1,1197.3,DONE,Casa,wafacash,L016,2024-03-06
CMD004560,C00309,P022,Nov 18 2023,6,794.43,livre,Tnja,cash,L014,2023-11-22
CMD004917,C00715,P005,03/05/2022,2,9257.56,KO,meknes,cash,L018,
CMD001185,C01054,P001,17/10/2022,10,13560.24,LIVRE,fes,cash,L027,2022-10-20
CMD002294,C01045,P017,2023-08-23,10,375.61,en_cours,Mrakch,wafacash,L006,
CMD001747,C00667,P016,2024-03-12,1,1194.73,livre,Fès,cash,L019,2024-03-14
CMD004096,C00470,P026,02/12/2023,9,239.12,livré,Casablanca,cmi,,2023-12-04
CMD000880,C00205,P014,Feb 22 2024,6,698.9,OK,TANGER,cmi,L029,2024-02-24
CMD000446,C01026,P027,Sep 20 2022,8,315.72,KO,agadir,wafacash,L029,
CMD002726,C01162,P015,2023-04-10,6,1238.92,livré,AGADIR,wafacash,L007,2023-04-16
CMD002591,C00953,P025,Dec 15 2022,9,954.7,OK,casablanca,wafacash,L029,2022-12-18
CMD000113,C00763,P022,01/05/2024,1,957.89,livré,Tanger,carte_bancaire,L018,2024-05-08
CMD000066,C00163,P017,16/07/2024,3,366.93,livré,Casa,cmi,L017,2024-07-17
CMD000925,C00502,P030,21/11/2023,4,87.62,OK,Tanger,cash,L003,2023-11-23
CMD001039,C00467,P026,10/04/2023,2,227.66,livré,Agadir,cash,L023,2023-04-15
CMD001696,C01098,P025,Aug 01 2024,9,837.08,DONE,FES,virement,L030,2024-08-06
CMD000279,C01140,P019,2022-07-29,7,1329.78,annulé,Casablanca,carte_bancaire,L019,
CMD004918,C00579,P019,Nov 08 2022,6,1638.49,livré,MARRAKECH,carte_bancaire,L015,2022-11-12
CMD004933,C00609,P019,2022-06-03,9,1588.5,LIVRE,fes,cash,L025,2022-06-09
CMD002093,C00596,P028,2024-07-06,5,174.86,OK,agadir,virement,L028,2024-07-08
CMD000524,C00412,P016,Dec 03 2024,3,1116.31,annulé,Mrakch,wafacash,L026,
CMD000751,C01138,P029,13/01/2022,7,257.77,retourne,TNG,cmi,L013,2022-01-22
CMD004479,C00169,P026,2023-11-30,3,218.22,LIVRE,marrakech,wafacash,L005,2023-12-07
CMD000761,C01033,P024,2022-02-25,4,1039.49,livré,agadir,carte_bancaire,L026,2022-02-26
CMD003573,C00147,P026,Apr 29 2022,9,231.53,livré,CAS,wafacash,L020,2022-05-02
CMD003506,C00219,P017,2023-04-30,5,350.2,livré,Meknès,wafacash,L012,2023-05-05
CMD001853,C00847,P019,14/05/2022,7,1398.9,annulé,rabat,cmi,L025,
CMD000332,C00791,P030,2024-06-07,1,86.95,en_cours,Fès,wafacash,L022,
CMD001847,C00802,P021,01/07/2022,5,447.8,livre,CASABLANCA,cmi,L009,2022-07-03
CMD002436,C01133,P018,13/01/2022,3,672.22,en_cours,TANGER,virement,L030,
CMD003121,C00282,P032,May 23 2024,6,910.85,annulé,marrakech,virement,,
CMD004146,C01146,P007,16/10/2024,9,14395.06,livré,CAS,cash,L016,2024-10-19
CMD004574,C00936,P024,2022-01-15,2,1184.25,retourne,tanger,wafacash,L020,2022-01-18
CMD003309,C00606,P020,21/02/2024,9,276.33,retourné,rabat,wafacash,L010,2024-03-04
CMD003214,C00593,P017,02/11/2022,2,398.73,livre,rabat,virement,L029,2022-11-08
CMD000764,C00112,P021,2024-07-31,2,540.47,en_cours,FES,wafacash,L024,
CMD002871,C01190,P014,Jul 02 2024,5,789.3,LIVRE,tanger,wafacash,L012,2024-07-08
CMD003572,C00420,P021,2023-03-21,3,442.8,livré,Marrakesh,cash,L009,2023-03-23
CMD000402,C01084,P032,2024-04-10,5,965.76,OK,Rabat,wafacash,L016,2024-04-13
CMD000117,C01076,P007,13/01/2024,5,13942.74,livré,casablanca,wafacash,L026,2024-01-14
CMD003312,C00824,P018,Apr 27 2024,9,617.83,en_cours,tanger,wafacash,L005,
CMD000584,C00084,P004,17/02/2022,10,5104.35,livré,marrakech,carte_bancaire,L024,2022-02-24
CMD004434,C00627,P013,Jun 15 2022,5,2095.06,retourne,tanger,virement,L017,2022-06-26
CMD004766,C00870,P025,02/04/2023,8,912.93,DONE,CASABLANCA,cash,L021,2023-04-07
CMD002632,C01115,P004,Jun 13 2023,1,5113.2,OK,marrakech,carte_bancaire,L025,2023-06-16
CMD004541,C00434,P002,28/06/2022,3,9349.81,livré,Marrakesh,wafacash,L008,2022-07-01
CMD004155,C00891,P005,2023-12-13,3,8728.04,KO,CASABLANCA,cash,L018,
CMD003823,C00798,P021,01/05/2024,9,461.97,KO,rabat,carte_bancaire,L021,
CMD000114,C00279,P031,2024-10-09,9,934.24,KO,MEKNES,carte_bancaire,L021,
CMD003793,C00371,P007,2023-08-22,2,15182.22,livré,Fès,virement,L026,2023-08-23
CMD003082,C00813,P005,Jun 09 2022,8,8519.22,livre,TANGER,carte_bancaire,L012,2022-06-15
CMD003597,C00269,P011,2024-08-31,3,3228.67,LIVRE,casablanca,carte_bancaire,L027,2024-09-02
CMD004042,C00441,P007,Nov 18 2024,9,15660.38,livré,tanger,cmi,L027,2024-11-23
CMD000107,C00741,P007,15/08/2023,9,15145.33,livré,Tanger,carte_bancaire,L001,2023-08-17
CMD001560,C00527,P017,Mar 27 2023,-5,377.82,livre,Casablanca,virement,L026,2023-04-03
CMD000594,C00497,P010,2024-07-27,2,13991.53,livré,CASABLANCA,cash,L030,2024-08-02
CMD001846,C00947,P006,Aug 13 2023,2,17446.99,en_cours,casablanca,cash,,
CMD001782,C00751,P007,Jun 15 2022,7,13047.09,livré,tanger,virement,,2022-06-17
CMD003969,C00973,P013,22/07/2024,2,2168.96,livré,rabat,virement,L014,2024-07-28
